Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,F:System.Windows.Media.PenLineCap.Round,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.Media.Pen.StartLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Brushes,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.SolidColorBrush,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.Media.Brushes.Gray,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Pen,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,"M:System.Windows.Media.Pen.#ctor(System.Windows.Media.Brush,System.Double)",,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Pen,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,F:System.Windows.Visibility.Hidden,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.UIElement.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,F:System.Windows.Media.PenLineCap.Round,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.Media.Pen.EndLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,F:System.Windows.Media.PenLineCap.Round,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.PenLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.Media.Pen.StartLineCap,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Brushes,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.SolidColorBrush,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.Media.Brushes.Gray,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Pen,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,"M:System.Windows.Media.Pen.#ctor(System.Windows.Media.Brush,System.Double)",,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Media.Pen,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,F:System.Windows.Visibility.Hidden,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,T:System.Windows.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Controls\Editor\SymbolTool.cs,16,12,P:System.Windows.UIElement.Visibility,,,,,"overlay = new SymbolControl(C)              {                  Visibility = Visibility.Hidden,                  ShowText = false,                  Highlighted = true,                  Pen = new Pen(Brushes.Gray, 1.0) { StartLineCap = PenLineCap.Round, EndLineCap = PenLineCap.Round }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,74,8,T:System.Windows.Controls.Image,,,,,public static Image MakeDisabledImage(Image Enabled)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,74,8,T:System.Windows.Controls.Image,,,,,public static Image MakeDisabledImage(Image Enabled)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,99,12,T:System.Windows.Media.ImageSource,,,,,return new Image() { Source = bitmap };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,99,12,P:System.Windows.Controls.Image.Source,,,,,return new Image() { Source = bitmap };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,99,12,T:System.Windows.Controls.Image,,,,,return new Image() { Source = bitmap };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,99,12,M:System.Windows.Controls.Image.#ctor,,,,,return new Image() { Source = bitmap };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,98,12,M:System.Windows.Media.Imaging.WriteableBitmap.Unlock,,,,,bitmap.Unlock();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,96,12,P:System.Windows.Media.Imaging.BitmapSource.PixelHeight,,,,,"bitmap.AddDirtyRect(new Int32Rect(0, 0, bitmap.PixelWidth, bitmap.PixelHeight));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,96,12,P:System.Windows.Media.Imaging.BitmapSource.PixelWidth,,,,,"bitmap.AddDirtyRect(new Int32Rect(0, 0, bitmap.PixelWidth, bitmap.PixelHeight));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,96,12,T:System.Windows.Int32Rect,,,,,"bitmap.AddDirtyRect(new Int32Rect(0, 0, bitmap.PixelWidth, bitmap.PixelHeight));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,96,12,"M:System.Windows.Int32Rect.#ctor(System.Int32,System.Int32,System.Int32,System.Int32)",,,,,"bitmap.AddDirtyRect(new Int32Rect(0, 0, bitmap.PixelWidth, bitmap.PixelHeight));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,96,12,M:System.Windows.Media.Imaging.WriteableBitmap.AddDirtyRect(System.Windows.Int32Rect),,,,,"bitmap.AddDirtyRect(new Int32Rect(0, 0, bitmap.PixelWidth, bitmap.PixelHeight));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,93,16,P:System.Windows.Media.Imaging.WriteableBitmap.BackBufferStride,,,,,"Marshal.Copy(row, 0, bitmap.BackBuffer + bitmap.BackBufferStride * i, row.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,93,16,P:System.Windows.Media.Imaging.WriteableBitmap.BackBuffer,,,,,"Marshal.Copy(row, 0, bitmap.BackBuffer + bitmap.BackBufferStride * i, row.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,84,16,P:System.Windows.Media.Imaging.BitmapSource.PixelWidth,,,,,for (int j = 0; j < bitmap.PixelWidth * 4; j += 4)                  {                      double g =                          0.114 * row[j + 0] +                          0.587 * row[j + 1] +                          0.299 * row[j + 2];                      row[j + 0] = row[j + 1] = row[j + 2] = (byte)g;                      row[j + 3] /= 2;                  }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,82,16,P:System.Windows.Media.Imaging.WriteableBitmap.BackBufferStride,,,,,"Marshal.Copy(bitmap.BackBuffer + bitmap.BackBufferStride * i, row, 0, row.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,82,16,P:System.Windows.Media.Imaging.WriteableBitmap.BackBuffer,,,,,"Marshal.Copy(bitmap.BackBuffer + bitmap.BackBufferStride * i, row, 0, row.Length);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,80,12,P:System.Windows.Media.Imaging.BitmapSource.PixelHeight,,,,,"for (int i = 0; i < bitmap.PixelHeight; ++i)              {                  Marshal.Copy(bitmap.BackBuffer + bitmap.BackBufferStride * i, row, 0, row.Length);                    for (int j = 0; j < bitmap.PixelWidth * 4; j += 4)                  {                      double g =                          0.114 * row[j + 0] +                          0.587 * row[j + 1] +                          0.299 * row[j + 2];                      row[j + 0] = row[j + 1] = row[j + 2] = (byte)g;                      row[j + 3] /= 2;                  }                  Marshal.Copy(row, 0, bitmap.BackBuffer + bitmap.BackBufferStride * i, row.Length);              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,79,12,P:System.Windows.Media.Imaging.BitmapSource.PixelWidth,,,,,byte[] row = new byte[bitmap.PixelWidth * 4];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,77,12,M:System.Windows.Media.Imaging.WriteableBitmap.Lock,,,,,bitmap.Lock();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,T:System.Windows.Media.PixelFormats,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,T:System.Windows.Media.PixelFormat,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,P:System.Windows.Media.PixelFormats.Bgra32,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,T:System.Windows.Media.ImageSource,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,P:System.Windows.Controls.Image.Source,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,T:System.Windows.Media.Imaging.FormatConvertedBitmap,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,"M:System.Windows.Media.Imaging.FormatConvertedBitmap.#ctor(System.Windows.Media.Imaging.BitmapSource,System.Windows.Media.PixelFormat,System.Windows.Media.Imaging.BitmapPalette,System.Double)",,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,T:System.Windows.Media.Imaging.WriteableBitmap,,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,76,12,M:System.Windows.Media.Imaging.WriteableBitmap.#ctor(System.Windows.Media.Imaging.BitmapSource),,,,,"WriteableBitmap bitmap = new WriteableBitmap(new FormatConvertedBitmap((BitmapSource)Enabled.Source, PixelFormats.Bgra32, null, 0.0));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,65,8,T:System.Windows.DependencyPropertyChangedEventArgs,,,,,"private void OnEnabledChanged(object sender, DependencyPropertyChangedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,63,32,T:System.Windows.Controls.Image,,,,,Content = IsEnabled ? enabled : disabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,63,32,T:System.Windows.Controls.Image,,,,,Content = IsEnabled ? enabled : disabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,63,32,P:System.Windows.UIElement.IsEnabled,,,,,Content = IsEnabled ? enabled : disabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,63,32,P:System.Windows.Controls.ContentControl.Content,,,,,Content = IsEnabled ? enabled : disabled;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,61,31,T:System.Windows.DependencyPropertyChangedEventHandler,,,,,IsEnabledChanged += OnEnabledChanged;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LiveSPICE\LiveSPICE.csproj,File,LiveSPICE\Utils\ImageButton.cs,61,31,T:System.Windows.DependencyPropertyChangedEventHandler,,,,,IsEnabledChanged += OnEnabledChanged;
